Date,Sentiment_score
2019-09-21,0.4089684983307649
2019-02-28,0.39812070369396224
2019-08-18,0.053341281328584955
2019-05-08,0.01615317069035882
2018-12-18,0.2536693190888989
2019-12-17,0.27261419843473644
2019-06-26,0.41329739951510264
2018-11-16,0.3750901009939298
2019-04-03,0.036042154870720995
2019-04-29,0.6376641369904519
2019-03-19,0.7527658055364554
2019-02-01,0.8016216450392487
2019-09-10,0.36856154756470505
2019-04-20,0.8095120027569063
2019-06-11,0.46480370715240255
2019-11-14,0.02866826410900103
2019-03-18,0.21532344691570415
2019-04-26,0.14109330907558615
2019-02-13,0.11452288074724493
2019-07-08,0.2672837293274681
2019-10-17,0.14377754069380444
2018-10-18,0.8104822869911459
2019-06-23,0.02995385598842404
2019-02-14,0.003264238023357721
2019-06-04,0.14363501414606028
