date,buy tesla_unscaled,buy tesla_monthly,isPartial,scale,buy tesla,elon musk_unscaled,elon musk_monthly,isPartial,scale,elon musk,model 3_unscaled,model 3_monthly,isPartial,scale,model 3,model y_unscaled,model y_monthly,isPartial,scale,model y,tsla stock_unscaled,tsla stock_monthly,isPartial,scale,tsla stock,tesla earnings_unscaled,tesla earnings_monthly,isPartial,scale,tesla earnings,car market_unscaled,car market_monthly,isPartial,scale,car market,electric vehicles_unscaled,electric vehicles_monthly,isPartial,scale,electric vehicles,environment_unscaled,environment_monthly,isPartial,scale,environment,elon musk fraud_unscaled,elon musk fraud_monthly,isPartial,scale,elon musk fraud,whistleblower_unscaled,whistleblower_monthly,isPartial,scale,whistleblower,union_unscaled,union_monthly,isPartial,scale,union,tesla debt_unscaled,tesla debt_monthly,isPartial,scale,tesla debt,subsidy_unscaled,subsidy_monthly,isPartial,scale,subsidy
2020-11-01,30,15.0,False,0.15,4.5,28,7.0,False,0.07,1.9600000000000002,91,53.0,False,0.53,48.230000000000004,75,40.0,False,0.4,30.0,4,36.0,False,0.36,1.44,0,3.0,False,0.03,0.0,61,37.0,False,0.37,22.57,57,35.0,False,0.35,19.95,42,75.0,False,0.75,31.5,0.0,0.0,False,0.0,0.0,21,8.0,False,0.08,1.68,60,68.0,False,0.68,40.800000000000004,0,17.0,False,0.17,0.0,39,71.0,False,0.71,27.689999999999998
2020-11-02,26,15.0,,0.15,3.9,42,7.0,,0.07,2.9400000000000004,86,53.0,,0.53,45.580000000000005,59,40.0,,0.4,23.6,36,36.0,,0.36,12.959999999999999,0,3.0,,0.03,0.0,85,37.0,,0.37,31.45,27,35.0,,0.35,9.45,93,75.0,,0.75,69.75,0.0,0.0,,0.0,0.0,18,8.0,,0.08,1.44,100,68.0,,0.68,68.0,0,17.0,,0.17,0.0,60,71.0,,0.71,42.599999999999994
2020-11-03,50,15.0,,0.15,7.5,27,7.0,,0.07,1.8900000000000001,89,53.0,,0.53,47.17,57,40.0,,0.4,22.8,32,36.0,,0.36,11.52,60,3.0,,0.03,1.7999999999999998,32,37.0,,0.37,11.84,42,35.0,,0.35,14.7,89,75.0,,0.75,66.75,0.0,0.0,,0.0,0.0,30,8.0,,0.08,2.4,87,68.0,,0.68,59.160000000000004,0,17.0,,0.17,0.0,71,71.0,,0.71,50.41
2020-11-04,19,15.0,,0.15,2.85,13,7.0,,0.07,0.9100000000000001,29,53.0,,0.53,15.370000000000001,39,40.0,,0.4,15.600000000000001,21,36.0,,0.36,7.56,12,3.0,,0.03,0.36,39,37.0,,0.37,14.43,10,35.0,,0.35,3.5,54,75.0,,0.75,40.5,0.0,0.0,,0.0,0.0,13,8.0,,0.08,1.04,51,68.0,,0.68,34.68,0,17.0,,0.17,0.0,55,71.0,,0.71,39.05
2020-11-05,27,15.0,,0.15,4.05,21,7.0,,0.07,1.4700000000000002,58,53.0,,0.53,30.740000000000002,48,40.0,,0.4,19.200000000000003,28,36.0,,0.36,10.08,14,3.0,,0.03,0.42,18,37.0,,0.37,6.66,60,35.0,,0.35,21.0,68,75.0,,0.75,51.0,0.0,0.0,,0.0,0.0,76,8.0,,0.08,6.08,62,68.0,,0.68,42.160000000000004,0,17.0,,0.17,0.0,37,71.0,,0.71,26.27
2020-11-06,46,15.0,,0.15,6.8999999999999995,29,7.0,,0.07,2.0300000000000002,62,53.0,,0.53,32.86,49,40.0,,0.4,19.6,23,36.0,,0.36,8.28,32,3.0,,0.03,0.96,36,37.0,,0.37,13.32,43,35.0,,0.35,15.049999999999999,63,75.0,,0.75,47.25,0.0,0.0,,0.0,0.0,65,8.0,,0.08,5.2,71,68.0,,0.68,48.28,0,17.0,,0.17,0.0,47,71.0,,0.71,33.37
2020-11-07,42,15.0,,0.15,6.3,33,7.0,,0.07,2.31,71,53.0,,0.53,37.63,65,40.0,,0.4,26.0,8,36.0,,0.36,2.88,0,3.0,,0.03,0.0,54,37.0,,0.37,19.98,35,35.0,,0.35,12.25,40,75.0,,0.75,30.0,0.0,0.0,,0.0,0.0,31,8.0,,0.08,2.48,62,68.0,,0.68,42.160000000000004,45,17.0,,0.17,7.65,12,71.0,,0.71,8.52
2020-11-08,47,32.0,False,0.32,15.040000000000001,32,9.0,False,0.09,2.88,66,62.0,False,0.62,40.92,62,52.0,False,0.52,32.24,5,44.0,False,0.44,2.2,21,5.0,False,0.05,1.05,41,50.0,False,0.5,20.5,45,42.0,False,0.42,18.9,48,91.0,False,0.91,43.68,0.0,47.0,False,0.47,0.0,45,12.0,False,0.12,5.3999999999999995,52,77.0,False,0.77,40.04,51,19.0,False,0.19,9.69,35,63.0,False,0.63,22.05
2020-11-09,19,32.0,,0.32,6.08,27,9.0,,0.09,2.4299999999999997,82,62.0,,0.62,50.839999999999996,83,52.0,,0.52,43.160000000000004,35,44.0,,0.44,15.4,0,5.0,,0.05,0.0,100,50.0,,0.5,50.0,26,42.0,,0.42,10.92,97,91.0,,0.91,88.27,0.0,47.0,,0.47,0.0,50,12.0,,0.12,6.0,86,77.0,,0.77,66.22,0,19.0,,0.19,0.0,63,63.0,,0.63,39.69
2020-11-10,75,32.0,,0.32,24.0,26,9.0,,0.09,2.34,76,62.0,,0.62,47.12,38,52.0,,0.52,19.76,41,44.0,,0.44,18.04,39,5.0,,0.05,1.9500000000000002,63,50.0,,0.5,31.5,26,42.0,,0.42,10.92,100,91.0,,0.91,91.0,0.0,47.0,,0.47,0.0,26,12.0,,0.12,3.12,85,77.0,,0.77,65.45,0,19.0,,0.19,0.0,82,63.0,,0.63,51.660000000000004
2020-11-11,37,32.0,,0.32,11.84,26,9.0,,0.09,2.34,72,62.0,,0.62,44.64,87,52.0,,0.52,45.24,24,44.0,,0.44,10.56,59,5.0,,0.05,2.95,63,50.0,,0.5,31.5,16,42.0,,0.42,6.72,92,91.0,,0.91,83.72,0.0,47.0,,0.47,0.0,100,12.0,,0.12,12.0,84,77.0,,0.77,64.68,0,19.0,,0.19,0.0,57,63.0,,0.63,35.910000000000004
2020-11-12,36,32.0,,0.32,11.52,26,9.0,,0.09,2.34,69,62.0,,0.62,42.78,61,52.0,,0.52,31.720000000000002,25,44.0,,0.44,11.0,19,5.0,,0.05,0.9500000000000001,49,50.0,,0.5,24.5,31,42.0,,0.42,13.02,94,91.0,,0.91,85.54,0.0,47.0,,0.47,0.0,80,12.0,,0.12,9.6,90,77.0,,0.77,69.3,0,19.0,,0.19,0.0,56,63.0,,0.63,35.28
2020-11-13,38,32.0,,0.32,12.16,61,9.0,,0.09,5.49,56,62.0,,0.62,34.72,80,52.0,,0.52,41.6,37,44.0,,0.44,16.28,40,5.0,,0.05,2.0,58,50.0,,0.5,29.0,69,42.0,,0.42,28.98,92,91.0,,0.91,83.72,0.0,47.0,,0.47,0.0,60,12.0,,0.12,7.199999999999999,94,77.0,,0.77,72.38,0,19.0,,0.19,0.0,52,63.0,,0.63,32.76
2020-11-14,36,32.0,,0.32,11.52,76,9.0,,0.09,6.84,99,62.0,,0.62,61.38,65,52.0,,0.52,33.800000000000004,7,44.0,,0.44,3.08,23,5.0,,0.05,1.1500000000000001,36,50.0,,0.5,18.0,24,42.0,,0.42,10.08,47,91.0,,0.91,42.77,100.0,47.0,,0.47,47.0,24,12.0,,0.12,2.88,76,77.0,,0.77,58.52,0,19.0,,0.19,0.0,22,63.0,,0.63,13.86
2020-11-15,35,34.0,False,0.34,11.9,73,13.0,False,0.13,9.49,100,76.0,False,0.76,76.0,73,50.0,False,0.5,36.5,5,78.0,False,0.78,3.9000000000000004,0,4.0,False,0.04,0.0,64,53.0,False,0.53,33.92,29,52.0,False,0.52,15.08,50,92.0,False,0.92,46.0,0.0,49.0,False,0.49,0.0,10,6.0,False,0.06,0.6,58,79.0,False,0.79,45.82,0,20.0,False,0.2,0.0,36,62.0,False,0.62,22.32
2020-11-16,44,34.0,,0.34,14.96,87,13.0,,0.13,11.31,80,76.0,,0.76,60.8,66,50.0,,0.5,33.0,41,78.0,,0.78,31.98,60,4.0,,0.04,2.4,51,53.0,,0.53,27.03,11,52.0,,0.52,5.720000000000001,93,92.0,,0.92,85.56,0.0,49.0,,0.49,0.0,36,6.0,,0.06,2.16,85,79.0,,0.79,67.15,0,20.0,,0.2,0.0,78,62.0,,0.62,48.36
2020-11-17,70,34.0,,0.34,23.8,66,13.0,,0.13,8.58,80,76.0,,0.76,60.8,80,50.0,,0.5,40.0,100,78.0,,0.78,78.0,100,4.0,,0.04,4.0,77,53.0,,0.53,40.81,69,52.0,,0.52,35.88,98,92.0,,0.92,90.16000000000001,0.0,49.0,,0.49,0.0,30,6.0,,0.06,1.7999999999999998,86,79.0,,0.79,67.94,0,20.0,,0.2,0.0,97,62.0,,0.62,60.14
2020-11-18,33,34.0,,0.34,11.22,58,13.0,,0.13,7.54,71,76.0,,0.76,53.96,51,50.0,,0.5,25.5,76,78.0,,0.78,59.28,41,4.0,,0.04,1.6400000000000001,79,53.0,,0.53,41.870000000000005,55,52.0,,0.52,28.6,99,92.0,,0.92,91.08,0.0,49.0,,0.49,0.0,18,6.0,,0.06,1.08,83,79.0,,0.79,65.57000000000001,0,20.0,,0.2,0.0,60,62.0,,0.62,37.2
2020-11-19,77,34.0,,0.34,26.180000000000003,43,13.0,,0.13,5.59,92,76.0,,0.76,69.92,47,50.0,,0.5,23.5,59,78.0,,0.78,46.02,20,4.0,,0.04,0.8,58,53.0,,0.53,30.740000000000002,64,52.0,,0.52,33.28,86,92.0,,0.92,79.12,0.0,49.0,,0.49,0.0,9,6.0,,0.06,0.54,85,79.0,,0.79,67.15,0,20.0,,0.2,0.0,39,62.0,,0.62,24.18
2020-11-20,53,34.0,,0.34,18.02,41,13.0,,0.13,5.33,82,76.0,,0.76,62.32,60,50.0,,0.5,30.0,40,78.0,,0.78,31.200000000000003,42,4.0,,0.04,1.68,60,53.0,,0.53,31.8,100,52.0,,0.52,52.0,97,92.0,,0.92,89.24000000000001,92.0,49.0,,0.49,45.08,28,6.0,,0.06,1.68,89,79.0,,0.79,70.31,50,20.0,,0.2,10.0,27,62.0,,0.62,16.74
2020-11-21,22,34.0,,0.34,7.48,44,13.0,,0.13,5.720000000000001,75,76.0,,0.76,57.0,78,50.0,,0.5,39.0,11,78.0,,0.78,8.58,0,4.0,,0.04,0.0,36,53.0,,0.53,19.080000000000002,60,52.0,,0.52,31.200000000000003,45,92.0,,0.92,41.4,0.0,49.0,,0.49,0.0,7,6.0,,0.06,0.42,72,79.0,,0.79,56.88,54,20.0,,0.2,10.8,29,62.0,,0.62,17.98
2020-11-22,42,51.0,False,0.51,21.42,33,15.0,False,0.15,4.95,95,72.0,False,0.72,68.39999999999999,89,61.0,False,0.61,54.29,5,63.0,False,0.63,3.15,44,5.0,False,0.05,2.2,43,54.0,False,0.54,23.220000000000002,53,38.0,False,0.38,20.14,43,59.0,False,0.59,25.369999999999997,0.0,0.0,False,0.0,0.0,17,4.0,False,0.04,0.68,54,79.0,False,0.79,42.660000000000004,0,21.0,False,0.21,0.0,22,38.0,False,0.38,8.36
2020-11-23,46,51.0,,0.51,23.46,33,15.0,,0.15,4.95,70,72.0,,0.72,50.4,43,61.0,,0.61,26.23,50,63.0,,0.63,31.5,0,5.0,,0.05,0.0,72,54.0,,0.54,38.88,33,38.0,,0.38,12.540000000000001,69,59.0,,0.59,40.71,0.0,0.0,,0.0,0.0,12,4.0,,0.04,0.48,87,79.0,,0.79,68.73,0,21.0,,0.21,0.0,40,38.0,,0.38,15.2
2020-11-24,100,51.0,,0.51,51.0,100,15.0,,0.15,15.0,77,72.0,,0.72,55.44,69,61.0,,0.61,42.089999999999996,75,63.0,,0.63,47.25,63,5.0,,0.05,3.1500000000000004,54,54.0,,0.54,29.160000000000004,56,38.0,,0.38,21.28,63,59.0,,0.59,37.169999999999995,0.0,0.0,,0.0,0.0,6,4.0,,0.04,0.24,88,79.0,,0.79,69.52000000000001,100,21.0,,0.21,21.0,68,38.0,,0.38,25.84
2020-11-25,61,51.0,,0.51,31.11,83,15.0,,0.15,12.45,97,72.0,,0.72,69.84,58,61.0,,0.61,35.38,62,63.0,,0.63,39.06,0,5.0,,0.05,0.0,61,54.0,,0.54,32.940000000000005,28,38.0,,0.38,10.64,52,59.0,,0.59,30.68,0.0,0.0,,0.0,0.0,25,4.0,,0.04,1.0,91,79.0,,0.79,71.89,50,21.0,,0.21,10.5,41,38.0,,0.38,15.58
2020-11-26,42,51.0,,0.51,21.42,54,15.0,,0.15,8.1,74,72.0,,0.72,53.28,54,61.0,,0.61,32.94,15,63.0,,0.63,9.45,0,5.0,,0.05,0.0,63,54.0,,0.54,34.02,41,38.0,,0.38,15.58,34,59.0,,0.59,20.06,0.0,0.0,,0.0,0.0,20,4.0,,0.04,0.8,54,79.0,,0.79,42.660000000000004,0,21.0,,0.21,0.0,7,38.0,,0.38,2.66
2020-11-27,98,51.0,,0.51,49.980000000000004,55,15.0,,0.15,8.25,74,72.0,,0.72,53.28,72,61.0,,0.61,43.92,42,63.0,,0.63,26.46,22,5.0,,0.05,1.1,70,54.0,,0.54,37.800000000000004,29,38.0,,0.38,11.02,41,59.0,,0.59,24.189999999999998,0.0,0.0,,0.0,0.0,0,4.0,,0.04,0.0,84,79.0,,0.79,66.36,0,21.0,,0.21,0.0,21,38.0,,0.38,7.98
2020-11-28,42,51.0,,0.51,21.42,46,15.0,,0.15,6.8999999999999995,60,72.0,,0.72,43.199999999999996,76,61.0,,0.61,46.36,14,63.0,,0.63,8.82,22,5.0,,0.05,1.1,42,54.0,,0.54,22.68,29,38.0,,0.38,11.02,39,59.0,,0.59,23.009999999999998,0.0,0.0,,0.0,0.0,7,4.0,,0.04,0.28,67,79.0,,0.79,52.93,0,21.0,,0.21,0.0,14,38.0,,0.38,5.32
2020-11-29,84,33.0,False,0.33,27.720000000000002,34,9.0,False,0.09,3.06,78,67.0,False,0.67,52.260000000000005,100,60.0,False,0.6,60.0,8,79.0,False,0.79,6.32,0,4.0,False,0.04,0.0,63,52.0,False,0.52,32.76,18,43.0,False,0.43,7.74,44,85.0,False,0.85,37.4,0.0,48.0,False,0.48,0.0,10,6.0,False,0.06,0.6,52,85.0,False,0.85,44.199999999999996,0,20.0,False,0.2,0.0,64,67.0,False,0.67,42.88
2020-11-30,49,33.0,,0.33,16.17,33,9.0,,0.09,2.9699999999999998,75,67.0,,0.67,50.25,69,60.0,,0.6,41.4,67,79.0,,0.79,52.93,39,4.0,,0.04,1.56,68,52.0,,0.52,35.36,72,43.0,,0.43,30.96,80,85.0,,0.85,68.0,0.0,48.0,,0.48,0.0,37,6.0,,0.06,2.2199999999999998,96,85.0,,0.85,81.6,46,20.0,,0.2,9.200000000000001,100,67.0,,0.67,67.0
2020-12-01,18,33.0,,0.33,5.94,36,9.0,,0.09,3.2399999999999998,62,67.0,,0.67,41.54,64,60.0,,0.6,38.4,62,79.0,,0.79,48.980000000000004,60,4.0,,0.04,2.4,81,52.0,,0.52,42.120000000000005,56,43.0,,0.43,24.08,75,85.0,,0.85,63.75,0.0,48.0,,0.48,0.0,54,6.0,,0.06,3.2399999999999998,72,85.0,,0.85,61.199999999999996,0,20.0,,0.2,0.0,54,67.0,,0.67,36.18
2020-12-02,45,33.0,,0.33,14.850000000000001,36,9.0,,0.09,3.2399999999999998,56,67.0,,0.67,37.52,48,60.0,,0.6,28.799999999999997,64,79.0,,0.79,50.56,0,4.0,,0.04,0.0,41,52.0,,0.52,21.32,35,43.0,,0.43,15.049999999999999,88,85.0,,0.85,74.8,0.0,48.0,,0.48,0.0,74,6.0,,0.06,4.4399999999999995,66,85.0,,0.85,56.1,48,20.0,,0.2,9.600000000000001,67,67.0,,0.67,44.89
2020-12-03,18,33.0,,0.33,5.94,45,9.0,,0.09,4.05,63,67.0,,0.67,42.21,40,60.0,,0.6,24.0,61,79.0,,0.79,48.190000000000005,0,4.0,,0.04,0.0,27,52.0,,0.52,14.040000000000001,100,43.0,,0.43,43.0,88,85.0,,0.85,74.8,0.0,48.0,,0.48,0.0,100,6.0,,0.06,6.0,67,85.0,,0.85,56.949999999999996,0,20.0,,0.2,0.0,27,67.0,,0.67,18.09
2020-12-04,32,33.0,,0.33,10.56,40,9.0,,0.09,3.5999999999999996,69,67.0,,0.67,46.230000000000004,45,60.0,,0.6,27.0,55,79.0,,0.79,43.45,30,4.0,,0.04,1.2,96,52.0,,0.52,49.92,43,43.0,,0.43,18.49,86,85.0,,0.85,73.1,100.0,48.0,,0.48,48.0,20,6.0,,0.06,1.2,68,85.0,,0.85,57.8,0,20.0,,0.2,0.0,68,67.0,,0.67,45.56
2020-12-05,35,33.0,,0.33,11.55,41,9.0,,0.09,3.69,63,67.0,,0.67,42.21,54,60.0,,0.6,32.4,14,79.0,,0.79,11.06,100,4.0,,0.04,4.0,45,52.0,,0.52,23.400000000000002,47,43.0,,0.43,20.21,49,85.0,,0.85,41.65,0.0,48.0,,0.48,0.0,22,6.0,,0.06,1.3199999999999998,55,85.0,,0.85,46.75,54,20.0,,0.2,10.8,30,67.0,,0.67,20.1
2020-12-06,46,53.0,False,0.53,24.380000000000003,42,17.0,False,0.17,7.140000000000001,100,72.0,False,0.72,72.0,76,60.0,False,0.6,45.6,9,86.0,False,0.86,7.74,34,6.0,False,0.06,2.04,68,53.0,False,0.53,36.04,47,38.0,False,0.38,17.86,52,87.0,False,0.87,45.24,0.0,48.0,False,0.48,0.0,44,4.0,False,0.04,1.76,40,79.0,False,0.79,31.6,54,39.0,False,0.39,21.060000000000002,67,68.0,False,0.68,45.56
2020-12-07,45,53.0,,0.53,23.85,46,17.0,,0.17,7.82,62,72.0,,0.72,44.64,41,60.0,,0.6,24.599999999999998,66,86.0,,0.86,56.76,60,6.0,,0.06,3.5999999999999996,54,53.0,,0.53,28.62,63,38.0,,0.38,23.94,71,87.0,,0.87,61.77,0.0,48.0,,0.48,0.0,29,4.0,,0.04,1.16,62,79.0,,0.79,48.980000000000004,0,39.0,,0.39,0.0,100,68.0,,0.68,68.0
2020-12-08,100,53.0,,0.53,53.0,49,17.0,,0.17,8.33,65,72.0,,0.72,46.8,54,60.0,,0.6,32.4,87,86.0,,0.86,74.82,0,6.0,,0.06,0.0,61,53.0,,0.53,32.33,57,38.0,,0.38,21.66,100,87.0,,0.87,87.0,0.0,48.0,,0.48,0.0,44,4.0,,0.04,1.76,61,79.0,,0.79,48.190000000000005,0,39.0,,0.39,0.0,54,68.0,,0.68,36.720000000000006
2020-12-09,56,53.0,,0.53,29.68,100,17.0,,0.17,17.0,76,72.0,,0.72,54.72,55,60.0,,0.6,33.0,71,86.0,,0.86,61.06,93,6.0,,0.06,5.58,56,53.0,,0.53,29.68,58,38.0,,0.38,22.04,85,87.0,,0.87,73.95,0.0,48.0,,0.48,0.0,36,4.0,,0.04,1.44,60,79.0,,0.79,47.400000000000006,50,39.0,,0.39,19.5,48,68.0,,0.68,32.64
2020-12-10,55,53.0,,0.53,29.150000000000002,85,17.0,,0.17,14.450000000000001,58,72.0,,0.72,41.76,36,60.0,,0.6,21.599999999999998,77,86.0,,0.86,66.22,61,6.0,,0.06,3.6599999999999997,69,53.0,,0.53,36.57,57,38.0,,0.38,21.66,91,87.0,,0.87,79.17,0.0,48.0,,0.48,0.0,40,4.0,,0.04,1.6,64,79.0,,0.79,50.56,49,39.0,,0.39,19.11,41,68.0,,0.68,27.880000000000003
2020-12-11,56,53.0,,0.53,29.68,60,17.0,,0.17,10.200000000000001,75,72.0,,0.72,54.0,44,60.0,,0.6,26.4,61,86.0,,0.86,52.46,62,6.0,,0.06,3.7199999999999998,35,53.0,,0.53,18.55,44,38.0,,0.38,16.72,70,87.0,,0.87,60.9,0.0,48.0,,0.48,0.0,51,4.0,,0.04,2.04,66,79.0,,0.79,52.14,50,39.0,,0.39,19.5,76,68.0,,0.68,51.68000000000001
2020-12-12,50,53.0,,0.53,26.5,45,17.0,,0.17,7.65,81,72.0,,0.72,58.32,47,60.0,,0.6,28.2,12,86.0,,0.86,10.32,0,6.0,,0.06,0.0,45,53.0,,0.53,23.85,31,38.0,,0.38,11.78,40,87.0,,0.87,34.8,0.0,48.0,,0.48,0.0,49,4.0,,0.04,1.96,53,79.0,,0.79,41.870000000000005,0,39.0,,0.39,0.0,45,68.0,,0.68,30.6
2020-12-13,40,44.0,False,0.44,17.6,49,11.0,False,0.11,5.39,74,68.0,False,0.68,50.32,56,65.0,False,0.65,36.4,12,77.0,False,0.77,9.24,33,4.0,False,0.04,1.32,30,60.0,False,0.6,18.0,0,49.0,False,0.49,0.0,39,76.0,False,0.76,29.64,0.0,0.0,False,0.0,0.0,33,4.0,False,0.04,1.32,39,80.0,False,0.8,31.200000000000003,0,81.0,False,0.81,0.0,67,70.0,False,0.7,46.9
2020-12-14,37,44.0,,0.44,16.28,41,11.0,,0.11,4.51,50,68.0,,0.68,34.0,45,65.0,,0.65,29.25,48,77.0,,0.77,36.96,61,4.0,,0.04,2.44,55,60.0,,0.6,33.0,43,49.0,,0.49,21.07,75,76.0,,0.76,57.0,0.0,0.0,,0.0,0.0,5,4.0,,0.04,0.2,63,80.0,,0.8,50.400000000000006,49,81.0,,0.81,39.690000000000005,54,70.0,,0.7,37.8
2020-12-15,23,44.0,,0.44,10.12,45,11.0,,0.11,4.95,75,68.0,,0.68,51.00000000000001,93,65.0,,0.65,60.45,52,77.0,,0.77,40.04,31,4.0,,0.04,1.24,83,60.0,,0.6,49.8,94,49.0,,0.49,46.06,82,76.0,,0.76,62.32,0.0,0.0,,0.0,0.0,20,4.0,,0.04,0.8,61,80.0,,0.8,48.800000000000004,0,81.0,,0.81,0.0,96,70.0,,0.7,67.19999999999999
2020-12-16,89,44.0,,0.44,39.160000000000004,42,11.0,,0.11,4.62,70,68.0,,0.68,47.6,46,65.0,,0.65,29.900000000000002,65,77.0,,0.77,50.050000000000004,0,4.0,,0.04,0.0,49,60.0,,0.6,29.4,22,49.0,,0.49,10.78,75,76.0,,0.76,57.0,0.0,0.0,,0.0,0.0,36,4.0,,0.04,1.44,62,80.0,,0.8,49.6,50,81.0,,0.81,40.5,63,70.0,,0.7,44.099999999999994
2020-12-17,51,44.0,,0.44,22.44,41,11.0,,0.11,4.51,56,68.0,,0.68,38.080000000000005,40,65.0,,0.65,26.0,49,77.0,,0.77,37.730000000000004,0,4.0,,0.04,0.0,35,60.0,,0.6,21.0,58,49.0,,0.49,28.419999999999998,77,76.0,,0.76,58.52,0.0,0.0,,0.0,0.0,30,4.0,,0.04,1.2,63,80.0,,0.8,50.400000000000006,100,81.0,,0.81,81.0,55,70.0,,0.7,38.5
2020-12-18,79,44.0,,0.44,34.76,45,11.0,,0.11,4.95,71,68.0,,0.68,48.28,48,65.0,,0.65,31.200000000000003,100,77.0,,0.77,77.0,0,4.0,,0.04,0.0,96,60.0,,0.6,57.599999999999994,54,49.0,,0.49,26.46,72,76.0,,0.76,54.72,0.0,0.0,,0.0,0.0,32,4.0,,0.04,1.28,73,80.0,,0.8,58.400000000000006,53,81.0,,0.81,42.93,58,70.0,,0.7,40.599999999999994
2020-12-19,68,44.0,,0.44,29.92,44,11.0,,0.11,4.84,85,68.0,,0.68,57.800000000000004,62,65.0,,0.65,40.300000000000004,16,77.0,,0.77,12.32,0,4.0,,0.04,0.0,55,60.0,,0.6,33.0,41,49.0,,0.49,20.09,42,76.0,,0.76,31.92,0.0,0.0,,0.0,0.0,29,4.0,,0.04,1.16,55,80.0,,0.8,44.0,0,81.0,,0.81,0.0,31,70.0,,0.7,21.7
2020-12-20,72,40.0,False,0.4,28.8,47,12.0,False,0.12,5.64,69,81.0,False,0.81,55.89,73,66.0,False,0.66,48.18,16,67.0,False,0.67,10.72,0,5.0,False,0.05,0.0,38,48.0,False,0.48,18.24,40,45.0,False,0.45,18.0,22,40.0,False,0.4,8.8,0.0,0.0,False,0.0,0.0,61,4.0,False,0.04,2.44,37,75.0,False,0.75,27.75,0,44.0,False,0.44,0.0,45,37.0,False,0.37,16.65
2020-12-21,53,40.0,,0.4,21.200000000000003,47,12.0,,0.12,5.64,71,81.0,,0.81,57.510000000000005,30,66.0,,0.66,19.8,80,67.0,,0.67,53.6,32,5.0,,0.05,1.6,29,48.0,,0.48,13.92,37,45.0,,0.45,16.650000000000002,45,40.0,,0.4,18.0,0.0,0.0,,0.0,0.0,26,4.0,,0.04,1.04,63,75.0,,0.75,47.25,0,44.0,,0.44,0.0,35,37.0,,0.37,12.95
2020-12-22,58,40.0,,0.4,23.200000000000003,36,12.0,,0.12,4.32,92,81.0,,0.81,74.52000000000001,31,66.0,,0.66,20.46,81,67.0,,0.67,54.27,96,5.0,,0.05,4.800000000000001,36,48.0,,0.48,17.28,15,45.0,,0.45,6.75,50,40.0,,0.4,20.0,0.0,0.0,,0.0,0.0,5,4.0,,0.04,0.2,64,75.0,,0.75,48.0,0,44.0,,0.44,0.0,50,37.0,,0.37,18.5
2020-12-23,20,40.0,,0.4,8.0,39,12.0,,0.12,4.68,85,81.0,,0.81,68.85000000000001,64,66.0,,0.66,42.24,70,67.0,,0.67,46.900000000000006,34,5.0,,0.05,1.7000000000000002,61,48.0,,0.48,29.279999999999998,32,45.0,,0.45,14.4,45,40.0,,0.4,18.0,0.0,0.0,,0.0,0.0,61,4.0,,0.04,2.44,70,75.0,,0.75,52.5,0,44.0,,0.44,0.0,30,37.0,,0.37,11.1
2020-12-24,42,40.0,,0.4,16.8,40,12.0,,0.12,4.8,82,81.0,,0.81,66.42,50,66.0,,0.66,33.0,47,67.0,,0.67,31.490000000000002,35,5.0,,0.05,1.75,71,48.0,,0.48,34.08,24,45.0,,0.45,10.8,24,40.0,,0.4,9.600000000000001,0.0,0.0,,0.0,0.0,23,4.0,,0.04,0.92,67,75.0,,0.75,50.25,0,44.0,,0.44,0.0,39,37.0,,0.37,14.43
2020-12-25,23,40.0,,0.4,9.200000000000001,37,12.0,,0.12,4.4399999999999995,62,81.0,,0.81,50.220000000000006,59,66.0,,0.66,38.940000000000005,11,67.0,,0.67,7.37,0,5.0,,0.05,0.0,9,48.0,,0.48,4.32,63,45.0,,0.45,28.35,19,40.0,,0.4,7.6000000000000005,0.0,0.0,,0.0,0.0,19,4.0,,0.04,0.76,34,75.0,,0.75,25.5,0,44.0,,0.44,0.0,17,37.0,,0.37,6.29
2020-12-26,38,40.0,,0.4,15.200000000000001,38,12.0,,0.12,4.56,86,81.0,,0.81,69.66000000000001,56,66.0,,0.66,36.96,6,67.0,,0.67,4.0200000000000005,72,5.0,,0.05,3.6,89,48.0,,0.48,42.72,34,45.0,,0.45,15.3,25,40.0,,0.4,10.0,0.0,0.0,,0.0,0.0,36,4.0,,0.04,1.44,48,75.0,,0.75,36.0,0,44.0,,0.44,0.0,16,37.0,,0.37,5.92
2020-12-27,31,39.0,False,0.39,12.09,37,10.0,False,0.1,3.7,98,89.0,False,0.89,87.22,100,86.0,False,0.86,86.0,6,53.0,False,0.53,3.18,34,6.0,False,0.06,2.04,54,44.0,False,0.44,23.76,16,37.0,False,0.37,5.92,21,33.0,False,0.33,6.930000000000001,0.0,0.0,False,0.0,0.0,62,4.0,False,0.04,2.48,37,98.0,False,0.98,36.26,0,41.0,False,0.41,0.0,8,29.0,False,0.29,2.32
2020-12-28,57,39.0,,0.39,22.23,24,10.0,,0.1,2.4000000000000004,86,89.0,,0.89,76.54,81,86.0,,0.86,69.66,44,53.0,,0.53,23.32,63,6.0,,0.06,3.78,64,44.0,,0.44,28.16,59,37.0,,0.37,21.83,34,33.0,,0.33,11.22,0.0,0.0,,0.0,0.0,41,4.0,,0.04,1.6400000000000001,64,98.0,,0.98,62.72,0,41.0,,0.41,0.0,14,29.0,,0.29,4.06
