date,buy tesla_unscaled,buy tesla_monthly,isPartial,scale,buy tesla,elon musk_unscaled,elon musk_monthly,isPartial,scale,elon musk,model 3_unscaled,model 3_monthly,isPartial,scale,model 3,model y_unscaled,model y_monthly,isPartial,scale,model y,tsla stock_unscaled,tsla stock_monthly,isPartial,scale,tsla stock,tesla earnings_unscaled,tesla earnings_monthly,isPartial,scale,tesla earnings,car market_unscaled,car market_monthly,isPartial,scale,car market,electric vehicles_unscaled,electric vehicles_monthly,isPartial,scale,electric vehicles,environment_unscaled,environment_monthly,isPartial,scale,environment,elon musk fraud_unscaled,elon musk fraud_monthly,isPartial,scale,elon musk fraud,whistleblower_unscaled,whistleblower_monthly,isPartial,scale,whistleblower,union_unscaled,union_monthly,isPartial,scale,union,tesla debt_unscaled,tesla debt_monthly,isPartial,scale,tesla debt,subsidy_unscaled,subsidy_monthly,isPartial,scale,subsidy
2021-10-07,32,26.0,,0.26,8.32,51,14.0,,0.14,7.140000000000001,65,75.0,,0.75,48.75,64,70.0,,0.7,44.8,35,26.0,,0.26,9.1,7,8.0,,0.08,0.56,40,69.0,,0.69,27.599999999999998,87,59.0,,0.59,51.33,92,79.0,,0.79,72.68,0.0,40.0,,0.4,0.0,16,100.0,,1.0,16.0,90,91.0,,0.91,81.9,51,66.0,,0.66,33.660000000000004,62,68.0,,0.68,42.160000000000004
2021-10-08,27,26.0,,0.26,7.0200000000000005,63,14.0,,0.14,8.82,76,75.0,,0.75,57.0,74,70.0,,0.7,51.8,29,26.0,,0.26,7.54,14,8.0,,0.08,1.12,60,69.0,,0.69,41.4,44,59.0,,0.59,25.959999999999997,76,79.0,,0.79,60.040000000000006,0.0,40.0,,0.4,0.0,10,100.0,,1.0,10.0,94,91.0,,0.91,85.54,52,66.0,,0.66,34.32,44,68.0,,0.68,29.92
2021-10-09,24,26.0,,0.26,6.24,40,14.0,,0.14,5.6000000000000005,69,75.0,,0.75,51.75,74,70.0,,0.7,51.8,8,26.0,,0.26,2.08,0,8.0,,0.08,0.0,36,69.0,,0.69,24.839999999999996,60,59.0,,0.59,35.4,43,79.0,,0.79,33.97,0.0,40.0,,0.4,0.0,6,100.0,,1.0,6.0,75,91.0,,0.91,68.25,0,66.0,,0.66,0.0,21,68.0,,0.68,14.280000000000001
2021-10-10,41,19.0,False,0.19,7.79,33,11.0,False,0.11,3.63,69,64.0,False,0.64,44.160000000000004,77,60.0,False,0.6,46.199999999999996,4,24.0,False,0.24,0.96,5,7.0,False,0.07,0.35000000000000003,52,75.0,False,0.75,39.0,32,44.0,False,0.44,14.08,49,71.0,False,0.71,34.79,0.0,37.0,False,0.37,0.0,8,13.0,False,0.13,1.04,56,90.0,False,0.9,50.4,0,30.0,False,0.3,0.0,31,67.0,False,0.67,20.77
2021-10-11,32,19.0,,0.19,6.08,30,11.0,,0.11,3.3,66,64.0,,0.64,42.24,76,60.0,,0.6,45.6,27,24.0,,0.24,6.4799999999999995,2,7.0,,0.07,0.14,39,75.0,,0.75,29.25,43,44.0,,0.44,18.92,83,71.0,,0.71,58.93,0.0,37.0,,0.37,0.0,6,13.0,,0.13,0.78,85,90.0,,0.9,76.5,0,30.0,,0.3,0.0,48,67.0,,0.67,32.160000000000004
2021-10-12,48,19.0,,0.19,9.120000000000001,42,11.0,,0.11,4.62,59,64.0,,0.64,37.76,55,60.0,,0.6,33.0,29,24.0,,0.24,6.96,5,7.0,,0.07,0.35000000000000003,75,75.0,,0.75,56.25,24,44.0,,0.44,10.56,77,71.0,,0.71,54.669999999999995,0.0,37.0,,0.37,0.0,5,13.0,,0.13,0.65,92,90.0,,0.9,82.8,51,30.0,,0.3,15.299999999999999,66,67.0,,0.67,44.220000000000006
2021-10-13,49,19.0,,0.19,9.31,41,11.0,,0.11,4.51,63,64.0,,0.64,40.32,53,60.0,,0.6,31.799999999999997,30,24.0,,0.24,7.199999999999999,9,7.0,,0.07,0.6300000000000001,84,75.0,,0.75,63.0,44,44.0,,0.44,19.36,81,71.0,,0.71,57.51,0.0,37.0,,0.37,0.0,3,13.0,,0.13,0.39,93,90.0,,0.9,83.7,0,30.0,,0.3,0.0,73,67.0,,0.67,48.910000000000004
2021-10-14,5,19.0,,0.19,0.95,39,11.0,,0.11,4.29,59,64.0,,0.64,37.76,53,60.0,,0.6,31.799999999999997,29,24.0,,0.24,6.96,5,7.0,,0.07,0.35000000000000003,100,75.0,,0.75,75.0,34,44.0,,0.44,14.96,79,71.0,,0.71,56.089999999999996,0.0,37.0,,0.37,0.0,4,13.0,,0.13,0.52,96,90.0,,0.9,86.4,0,30.0,,0.3,0.0,43,67.0,,0.67,28.810000000000002
2021-10-15,33,19.0,,0.19,6.2700000000000005,28,11.0,,0.11,3.08,67,64.0,,0.64,42.88,69,60.0,,0.6,41.4,32,24.0,,0.24,7.68,7,7.0,,0.07,0.49000000000000005,44,75.0,,0.75,33.0,35,44.0,,0.44,15.4,72,71.0,,0.71,51.12,0.0,37.0,,0.37,0.0,4,13.0,,0.13,0.52,100,90.0,,0.9,90.0,0,30.0,,0.3,0.0,63,67.0,,0.67,42.21
2021-10-16,36,19.0,,0.19,6.84,40,11.0,,0.11,4.4,80,64.0,,0.64,51.2,77,60.0,,0.6,46.199999999999996,10,24.0,,0.24,2.4,5,7.0,,0.07,0.35000000000000003,31,75.0,,0.75,23.25,33,44.0,,0.44,14.52,49,71.0,,0.71,34.79,0.0,37.0,,0.37,0.0,4,13.0,,0.13,0.52,75,90.0,,0.9,67.5,0,30.0,,0.3,0.0,11,67.0,,0.67,7.37
2021-10-17,54,26.0,False,0.26,14.040000000000001,30,12.0,False,0.12,3.5999999999999996,62,61.0,False,0.61,37.82,70,65.0,False,0.65,45.5,4,38.0,False,0.38,1.52,8,45.0,False,0.45,3.6,57,62.0,False,0.62,35.339999999999996,91,42.0,False,0.42,38.22,48,75.0,False,0.75,36.0,0.0,0.0,False,0.0,0.0,4,7.0,False,0.07,0.28,54,89.0,False,0.89,48.06,57,30.0,False,0.3,17.099999999999998,42,57.0,False,0.57,23.939999999999998
2021-10-18,54,26.0,,0.26,14.040000000000001,44,12.0,,0.12,5.279999999999999,65,61.0,,0.61,39.65,62,65.0,,0.65,40.300000000000004,44,38.0,,0.38,16.72,14,45.0,,0.45,6.3,60,62.0,,0.62,37.2,54,42.0,,0.42,22.68,73,75.0,,0.75,54.75,0.0,0.0,,0.0,0.0,4,7.0,,0.07,0.28,90,89.0,,0.89,80.1,0,30.0,,0.3,0.0,67,57.0,,0.57,38.19
2021-10-19,32,26.0,,0.26,8.32,37,12.0,,0.12,4.4399999999999995,59,61.0,,0.61,35.99,38,65.0,,0.65,24.7,41,38.0,,0.38,15.58,26,45.0,,0.45,11.700000000000001,52,62.0,,0.62,32.24,54,42.0,,0.42,22.68,100,75.0,,0.75,75.0,0.0,0.0,,0.0,0.0,2,7.0,,0.07,0.14,83,89.0,,0.89,73.87,0,30.0,,0.3,0.0,67,57.0,,0.57,38.19
2021-10-20,43,26.0,,0.26,11.18,36,12.0,,0.12,4.32,57,61.0,,0.61,34.769999999999996,76,65.0,,0.65,49.4,56,38.0,,0.38,21.28,100,45.0,,0.45,45.0,51,62.0,,0.62,31.62,48,42.0,,0.42,20.16,92,75.0,,0.75,69.0,0.0,0.0,,0.0,0.0,3,7.0,,0.07,0.21000000000000002,84,89.0,,0.89,74.76,0,30.0,,0.3,0.0,91,57.0,,0.57,51.87
2021-10-21,54,26.0,,0.26,14.040000000000001,46,12.0,,0.12,5.52,55,61.0,,0.61,33.55,70,65.0,,0.65,45.5,70,38.0,,0.38,26.6,96,45.0,,0.45,43.2,44,62.0,,0.62,27.28,44,42.0,,0.42,18.48,97,75.0,,0.75,72.75,0.0,0.0,,0.0,0.0,4,7.0,,0.07,0.28,88,89.0,,0.89,78.32000000000001,0,30.0,,0.3,0.0,77,57.0,,0.57,43.88999999999999
2021-10-22,38,26.0,,0.26,9.88,43,12.0,,0.12,5.16,62,61.0,,0.61,37.82,58,65.0,,0.65,37.7,48,38.0,,0.38,18.240000000000002,2,45.0,,0.45,0.9,64,62.0,,0.62,39.68,34,42.0,,0.42,14.28,84,75.0,,0.75,63.0,0.0,0.0,,0.0,0.0,4,7.0,,0.07,0.28,91,89.0,,0.89,80.99,0,30.0,,0.3,0.0,44,57.0,,0.57,25.08
2021-10-23,42,26.0,,0.26,10.92,49,12.0,,0.12,5.88,72,61.0,,0.61,43.92,62,65.0,,0.65,40.300000000000004,11,38.0,,0.38,4.18,3,45.0,,0.45,1.35,88,62.0,,0.62,54.56,32,42.0,,0.42,13.44,39,75.0,,0.75,29.25,100.0,0.0,,0.0,0.0,2,7.0,,0.07,0.14,73,89.0,,0.89,64.97,0,30.0,,0.3,0.0,21,57.0,,0.57,11.969999999999999
2021-10-24,35,41.0,False,0.41,14.35,55,21.0,False,0.21,11.549999999999999,67,77.0,False,0.77,51.59,52,69.0,False,0.69,35.879999999999995,6,63.0,False,0.63,3.7800000000000002,3,8.0,False,0.08,0.24,30,54.0,False,0.54,16.200000000000003,68,53.0,False,0.53,36.04,46,69.0,False,0.69,31.74,0.0,0.0,False,0.0,0.0,2,6.0,False,0.06,0.12,54,85.0,False,0.85,45.9,0,15.0,False,0.15,0.0,15,55.0,False,0.55,8.25
2021-10-25,100,41.0,,0.41,41.0,62,21.0,,0.21,13.02,91,77.0,,0.77,70.07000000000001,68,69.0,,0.69,46.919999999999995,94,63.0,,0.63,59.22,14,8.0,,0.08,1.12,62,54.0,,0.54,33.480000000000004,57,53.0,,0.53,30.21,93,69.0,,0.69,64.17,0.0,0.0,,0.0,0.0,2,6.0,,0.06,0.12,84,85.0,,0.85,71.39999999999999,100,15.0,,0.15,15.0,37,55.0,,0.55,20.35
2021-10-26,79,41.0,,0.41,32.39,100,21.0,,0.21,21.0,90,77.0,,0.77,69.3,53,69.0,,0.69,36.57,100,63.0,,0.63,63.0,11,8.0,,0.08,0.88,66,54.0,,0.54,35.64,100,53.0,,0.53,53.0,89,69.0,,0.69,61.41,0.0,0.0,,0.0,0.0,2,6.0,,0.06,0.12,81,85.0,,0.85,68.85,50,15.0,,0.15,7.5,47,55.0,,0.55,25.85
2021-10-27,58,41.0,,0.41,23.779999999999998,85,21.0,,0.21,17.849999999999998,64,77.0,,0.77,49.28,63,69.0,,0.69,43.47,69,63.0,,0.63,43.47,5,8.0,,0.08,0.4,58,54.0,,0.54,31.32,81,53.0,,0.53,42.93,97,69.0,,0.69,66.92999999999999,0.0,0.0,,0.0,0.0,2,6.0,,0.06,0.12,79,85.0,,0.85,67.14999999999999,50,15.0,,0.15,7.5,47,55.0,,0.55,25.85
2021-10-28,75,41.0,,0.41,30.749999999999996,76,21.0,,0.21,15.959999999999999,83,77.0,,0.77,63.910000000000004,66,69.0,,0.69,45.54,66,63.0,,0.63,41.58,5,8.0,,0.08,0.4,55,54.0,,0.54,29.700000000000003,68,53.0,,0.53,36.04,88,69.0,,0.69,60.72,89.0,0.0,,0.0,0.0,4,6.0,,0.06,0.24,88,85.0,,0.85,74.8,0,15.0,,0.15,0.0,100,55.0,,0.55,55.00000000000001
2021-10-29,59,41.0,,0.41,24.189999999999998,68,21.0,,0.21,14.28,72,77.0,,0.77,55.44,70,69.0,,0.69,48.3,63,63.0,,0.63,39.69,5,8.0,,0.08,0.4,43,54.0,,0.54,23.220000000000002,82,53.0,,0.53,43.46,77,69.0,,0.69,53.129999999999995,0.0,0.0,,0.0,0.0,2,6.0,,0.06,0.12,93,85.0,,0.85,79.05,0,15.0,,0.15,0.0,28,55.0,,0.55,15.400000000000002
2021-10-30,47,41.0,,0.41,19.27,74,21.0,,0.21,15.54,65,77.0,,0.77,50.050000000000004,61,69.0,,0.69,42.089999999999996,21,63.0,,0.63,13.23,3,8.0,,0.08,0.24,61,54.0,,0.54,32.940000000000005,21,53.0,,0.53,11.13,41,69.0,,0.69,28.29,0.0,0.0,,0.0,0.0,2,6.0,,0.06,0.12,73,85.0,,0.85,62.05,0,15.0,,0.15,0.0,47,55.0,,0.55,25.85
2021-10-31,97,39.0,False,0.39,37.83,66,24.0,False,0.24,15.84,79,76.0,False,0.76,60.04,73,69.0,False,0.69,50.37,9,58.0,False,0.58,5.22,0,5.0,False,0.05,0.0,18,62.0,False,0.62,11.16,44,64.0,False,0.64,28.16,48,70.0,False,0.7,33.599999999999994,0.0,0.0,False,0.0,0.0,2,6.0,False,0.06,0.12,52,88.0,False,0.88,45.76,0,15.0,False,0.15,0.0,27,86.0,False,0.86,23.22
2021-11-01,84,39.0,,0.39,32.76,84,24.0,,0.24,20.16,76,76.0,,0.76,57.76,75,69.0,,0.69,51.74999999999999,87,58.0,,0.58,50.459999999999994,20,5.0,,0.05,1.0,70,62.0,,0.62,43.4,27,64.0,,0.64,17.28,78,70.0,,0.7,54.599999999999994,,,,,,48,6.0,,0.06,2.88,99,88.0,,0.88,87.12,0,15.0,,0.15,0.0,72,86.0,,0.86,61.92
2021-11-02,100,39.0,,0.39,39.0,100,24.0,,0.24,24.0,72,76.0,,0.76,54.72,53,69.0,,0.69,36.57,93,58.0,,0.58,53.94,59,5.0,,0.05,2.95,79,62.0,,0.62,48.98,28,64.0,,0.64,17.92,88,70.0,,0.7,61.599999999999994,,,,,,63,6.0,,0.06,3.78,93,88.0,,0.88,81.84,0,15.0,,0.15,0.0,51,86.0,,0.86,43.86
2021-11-03,47,39.0,,0.39,18.330000000000002,58,24.0,,0.24,13.92,66,76.0,,0.76,50.160000000000004,49,69.0,,0.69,33.809999999999995,66,58.0,,0.58,38.279999999999994,77,5.0,,0.05,3.85,48,62.0,,0.62,29.759999999999998,29,64.0,,0.64,18.56,84,70.0,,0.7,58.8,,,,,,79,6.0,,0.06,4.74,92,88.0,,0.88,80.96,0,15.0,,0.15,0.0,27,86.0,,0.86,23.22
2021-11-04,68,39.0,,0.39,26.52,57,24.0,,0.24,13.68,76,76.0,,0.76,57.76,59,69.0,,0.69,40.709999999999994,74,58.0,,0.58,42.919999999999995,100,5.0,,0.05,5.0,31,62.0,,0.62,19.22,28,64.0,,0.64,17.92,89,70.0,,0.7,62.3,,,,,,88,6.0,,0.06,5.279999999999999,86,88.0,,0.88,75.68,88,15.0,,0.15,13.2,57,86.0,,0.86,49.019999999999996
2021-11-05,75,39.0,,0.39,29.25,52,24.0,,0.24,12.48,84,76.0,,0.76,63.84,48,69.0,,0.69,33.12,70,58.0,,0.58,40.599999999999994,83,5.0,,0.05,4.15,40,62.0,,0.62,24.8,31,64.0,,0.64,19.84,76,70.0,,0.7,53.199999999999996,,,,,,91,6.0,,0.06,5.46,92,88.0,,0.88,80.96,0,15.0,,0.15,0.0,62,86.0,,0.86,53.32
2021-11-06,61,39.0,,0.39,23.79,39,24.0,,0.24,9.36,97,76.0,,0.76,73.72,67,69.0,,0.69,46.23,16,58.0,,0.58,9.28,0,5.0,,0.05,0.0,30,62.0,,0.62,18.6,39,64.0,,0.64,24.96,56,70.0,,0.7,39.199999999999996,,,,,,80,6.0,,0.06,4.8,75,88.0,,0.88,66.0,100,15.0,,0.15,15.0,26,86.0,,0.86,22.36
2021-11-07,43,31.0,False,0.31,13.33,70,20.0,False,0.2,14.0,81,72.0,False,0.72,58.32,100,64.0,False,0.64,64.0,13,67.0,False,0.67,8.71,67,5.0,False,0.05,3.35,56,58.0,False,0.58,32.48,43,100.0,False,1.0,43.0,45,75.0,False,0.75,33.75,,,,,,66,6.0,False,0.06,3.96,53,88.0,False,0.88,46.64,0,30.0,False,0.3,0.0,31,53.0,False,0.53,16.43
2021-11-08,69,31.0,,0.31,21.39,71,20.0,,0.2,14.200000000000001,77,72.0,,0.72,55.44,66,64.0,,0.64,42.24,96,67.0,,0.67,64.32000000000001,40,5.0,,0.05,2.0,66,58.0,,0.58,38.279999999999994,31,100.0,,1.0,31.0,76,75.0,,0.75,57.0,,,,,,60,6.0,,0.06,3.5999999999999996,87,88.0,,0.88,76.56,0,30.0,,0.3,0.0,67,53.0,,0.53,35.510000000000005
2021-11-09,78,31.0,,0.31,24.18,50,20.0,,0.2,10.0,63,72.0,,0.72,45.36,66,64.0,,0.64,42.24,100,67.0,,0.67,67.0,40,5.0,,0.05,2.0,81,58.0,,0.58,46.98,28,100.0,,1.0,28.0,83,75.0,,0.75,62.25,,,,,,59,6.0,,0.06,3.54,87,88.0,,0.88,76.56,0,30.0,,0.3,0.0,75,53.0,,0.53,39.75
2021-11-10,67,31.0,,0.31,20.77,44,20.0,,0.2,8.8,76,72.0,,0.72,54.72,60,64.0,,0.64,38.4,90,67.0,,0.67,60.300000000000004,79,5.0,,0.05,3.95,49,58.0,,0.58,28.419999999999998,100,100.0,,1.0,100.0,85,75.0,,0.75,63.75,,,,,,87,6.0,,0.06,5.22,90,88.0,,0.88,79.2,87,30.0,,0.3,26.099999999999998,56,53.0,,0.53,29.68
2021-11-11,43,31.0,,0.31,13.33,52,20.0,,0.2,10.4,65,72.0,,0.72,46.8,50,64.0,,0.64,32.0,98,67.0,,0.67,65.66000000000001,20,5.0,,0.05,1.0,60,58.0,,0.58,34.8,59,100.0,,1.0,59.0,81,75.0,,0.75,60.75,,,,,,69,6.0,,0.06,4.14,86,88.0,,0.88,75.68,0,30.0,,0.3,0.0,55,53.0,,0.53,29.150000000000002
2021-11-12,44,31.0,,0.31,13.64,36,20.0,,0.2,7.2,89,72.0,,0.72,64.08,66,64.0,,0.64,42.24,64,67.0,,0.67,42.88,20,5.0,,0.05,1.0,61,58.0,,0.58,35.379999999999995,22,100.0,,1.0,22.0,74,75.0,,0.75,55.5,,,,,,100,6.0,,0.06,6.0,100,88.0,,0.88,88.0,0,30.0,,0.3,0.0,38,53.0,,0.53,20.14
2021-11-13,48,31.0,,0.31,14.879999999999999,38,20.0,,0.2,7.6000000000000005,85,72.0,,0.72,61.199999999999996,74,64.0,,0.64,47.36,17,67.0,,0.67,11.39,0,5.0,,0.05,0.0,51,58.0,,0.58,29.58,22,100.0,,1.0,22.0,39,75.0,,0.75,29.25,,,,,,45,6.0,,0.06,2.6999999999999997,81,88.0,,0.88,71.28,0,30.0,,0.3,0.0,26,53.0,,0.53,13.780000000000001
2021-11-14,48,31.0,False,0.31,14.879999999999999,81,22.0,False,0.22,17.82,100,69.0,False,0.69,69.0,91,64.0,False,0.64,58.24,7,45.0,False,0.45,3.15,22,3.0,False,0.03,0.6599999999999999,50,68.0,False,0.68,34.0,42,82.0,False,0.82,34.44,41,75.0,False,0.75,30.75,,,,,,32,6.0,False,0.06,1.92,56,89.0,False,0.89,49.84,0,15.0,False,0.15,0.0,52,55.0,False,0.55,28.6
2021-11-15,77,31.0,,0.31,23.87,99,22.0,,0.22,21.78,83,69.0,,0.69,57.269999999999996,68,64.0,,0.64,43.52,76,45.0,,0.45,34.2,79,3.0,,0.03,2.37,30,68.0,,0.68,20.400000000000002,32,82.0,,0.82,26.24,88,75.0,,0.75,66.0,,,,,,75,6.0,,0.06,4.5,99,89.0,,0.89,88.11,0,15.0,,0.15,0.0,61,55.0,,0.55,33.550000000000004
2021-11-16,77,31.0,,0.31,23.87,61,22.0,,0.22,13.42,71,69.0,,0.69,48.989999999999995,57,64.0,,0.64,36.480000000000004,79,45.0,,0.45,35.550000000000004,37,3.0,,0.03,1.1099999999999999,82,68.0,,0.68,55.760000000000005,32,82.0,,0.82,26.24,100,75.0,,0.75,75.0,,,,,,44,6.0,,0.06,2.6399999999999997,91,89.0,,0.89,80.99,0,15.0,,0.15,0.0,80,55.0,,0.55,44.0
2021-11-17,41,31.0,,0.31,12.709999999999999,41,22.0,,0.22,9.02,75,69.0,,0.69,51.74999999999999,35,64.0,,0.64,22.400000000000002,63,45.0,,0.45,28.35,19,3.0,,0.03,0.57,43,68.0,,0.68,29.240000000000002,36,82.0,,0.82,29.52,100,75.0,,0.75,75.0,,,,,,78,6.0,,0.06,4.68,89,89.0,,0.89,79.21000000000001,0,15.0,,0.15,0.0,50,55.0,,0.55,27.500000000000004
2021-11-18,68,31.0,,0.31,21.08,42,22.0,,0.22,9.24,85,69.0,,0.69,58.65,64,64.0,,0.64,40.96,66,45.0,,0.45,29.7,0,3.0,,0.03,0.0,34,68.0,,0.68,23.12,40,82.0,,0.82,32.8,76,75.0,,0.75,57.0,,,,,,47,6.0,,0.06,2.82,86,89.0,,0.89,76.54,88,15.0,,0.15,13.2,52,55.0,,0.55,28.6
2021-11-19,59,31.0,,0.31,18.29,33,22.0,,0.22,7.26,86,69.0,,0.69,59.339999999999996,55,64.0,,0.64,35.2,51,45.0,,0.45,22.95,0,3.0,,0.03,0.0,58,68.0,,0.68,39.440000000000005,37,82.0,,0.82,30.34,80,75.0,,0.75,60.0,,,,,,42,6.0,,0.06,2.52,91,89.0,,0.89,80.99,0,15.0,,0.15,0.0,52,55.0,,0.55,28.6
2021-11-20,21,31.0,,0.31,6.51,40,22.0,,0.22,8.8,80,69.0,,0.69,55.199999999999996,76,64.0,,0.64,48.64,14,45.0,,0.45,6.3,44,3.0,,0.03,1.3199999999999998,46,68.0,,0.68,31.28,22,82.0,,0.82,18.04,37,75.0,,0.75,27.75,,,,,,52,6.0,,0.06,3.12,74,89.0,,0.89,65.86,97,15.0,,0.15,14.549999999999999,31,55.0,,0.55,17.05
2021-11-21,48,24.0,False,0.24,11.52,42,14.0,False,0.14,5.880000000000001,78,77.0,False,0.77,60.06,74,78.0,False,0.78,57.72,7,30.0,False,0.3,2.1,0,2.0,False,0.02,0.0,71,59.0,False,0.59,41.89,27,59.0,False,0.59,15.93,37,48.0,False,0.48,17.759999999999998,,,,,,52,3.0,False,0.03,1.56,56,83.0,False,0.83,46.48,0,15.0,False,0.15,0.0,21,36.0,False,0.36,7.56
2021-11-22,34,24.0,,0.24,8.16,32,14.0,,0.14,4.48,76,77.0,,0.77,58.52,63,78.0,,0.78,49.14,51,30.0,,0.3,15.299999999999999,0,2.0,,0.02,0.0,100,59.0,,0.59,59.0,51,59.0,,0.59,30.09,62,48.0,,0.48,29.759999999999998,,,,,,53,3.0,,0.03,1.5899999999999999,90,83.0,,0.83,74.7,0,15.0,,0.15,0.0,57,36.0,,0.36,20.52
2021-11-23,39,24.0,,0.24,9.36,36,14.0,,0.14,5.040000000000001,93,77.0,,0.77,71.61,55,78.0,,0.78,42.9,61,30.0,,0.3,18.3,40,2.0,,0.02,0.8,61,59.0,,0.59,35.989999999999995,28,59.0,,0.59,16.52,58,48.0,,0.48,27.84,,,,,,41,3.0,,0.03,1.23,88,83.0,,0.83,73.03999999999999,88,15.0,,0.15,13.2,43,36.0,,0.36,15.479999999999999
2021-11-24,49,24.0,,0.24,11.76,38,14.0,,0.14,5.32,64,77.0,,0.77,49.28,39,78.0,,0.78,30.42,49,30.0,,0.3,14.7,81,2.0,,0.02,1.62,43,59.0,,0.59,25.369999999999997,12,59.0,,0.59,7.08,46,48.0,,0.48,22.08,,,,,,30,3.0,,0.03,0.8999999999999999,91,83.0,,0.83,75.53,89,15.0,,0.15,13.35,52,36.0,,0.36,18.72
2021-11-25,42,24.0,,0.24,10.08,37,14.0,,0.14,5.180000000000001,81,77.0,,0.77,62.370000000000005,76,78.0,,0.78,59.28,11,30.0,,0.3,3.3,21,2.0,,0.02,0.42,37,59.0,,0.59,21.83,24,59.0,,0.59,14.16,27,48.0,,0.48,12.959999999999999,,,,,,19,3.0,,0.03,0.57,49,83.0,,0.83,40.669999999999995,0,15.0,,0.15,0.0,51,36.0,,0.36,18.36
2021-11-26,84,24.0,,0.24,20.16,35,14.0,,0.14,4.9,81,77.0,,0.77,62.370000000000005,71,78.0,,0.78,55.38,36,30.0,,0.3,10.799999999999999,0,2.0,,0.02,0.0,31,59.0,,0.59,18.29,27,59.0,,0.59,15.93,27,48.0,,0.48,12.959999999999999,,,,,,42,3.0,,0.03,1.26,85,83.0,,0.83,70.55,89,15.0,,0.15,13.35,10,36.0,,0.36,3.5999999999999996
2021-11-27,51,24.0,,0.24,12.24,28,14.0,,0.14,3.9200000000000004,92,77.0,,0.77,70.84,95,78.0,,0.78,74.10000000000001,10,30.0,,0.3,3.0,0,2.0,,0.02,0.0,44,59.0,,0.59,25.959999999999997,15,59.0,,0.59,8.85,30,48.0,,0.48,14.399999999999999,,,,,,19,3.0,,0.03,0.57,69,83.0,,0.83,57.269999999999996,0,15.0,,0.15,0.0,40,36.0,,0.36,14.399999999999999
2021-11-28,31,24.0,True,0.24,7.4399999999999995,32,12.0,True,0.12,3.84,74,60.0,True,0.6,44.4,65,58.0,True,0.58,37.699999999999996,6,38.0,True,0.38,2.2800000000000002,0,3.0,True,0.03,0.0,29,53.0,True,0.53,15.370000000000001,35,48.0,True,0.48,16.8,45,79.0,True,0.79,35.550000000000004,,,,,,50,6.0,True,0.06,3.0,56,95.0,True,0.95,53.199999999999996,95,49.0,True,0.49,46.55,10,70.0,True,0.7,7.0
2021-11-29,54,24.0,,0.24,12.959999999999999,24,12.0,,0.12,2.88,53,60.0,,0.6,31.799999999999997,53,58.0,,0.58,30.74,39,38.0,,0.38,14.82,0,3.0,,0.03,0.0,53,53.0,,0.53,28.09,28,48.0,,0.48,13.44,75,79.0,,0.79,59.25,,,,,,65,6.0,,0.06,3.9,93,95.0,,0.95,88.35,0,49.0,,0.49,0.0,48,70.0,,0.7,33.599999999999994
2021-11-30,36,24.0,,0.24,8.64,29,12.0,,0.12,3.48,80,60.0,,0.6,48.0,38,58.0,,0.58,22.04,45,38.0,,0.38,17.1,37,3.0,,0.03,1.1099999999999999,67,53.0,,0.53,35.510000000000005,21,48.0,,0.48,10.08,95,79.0,,0.79,75.05,,,,,,38,6.0,,0.06,2.28,92,95.0,,0.95,87.39999999999999,0,49.0,,0.49,0.0,100,70.0,,0.7,70.0
